REF_DATE,GEO,Statistic,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2019,Province 1,Average expenditure per household,Highest quintile,Rented living quarters,Dollars,C91,1248.0,Couple families,55 to 64 years,"$25,000 and over",1731230.0
2019,Province 1,Average expenditure per household,Highest quintile,Owned living quarters,Dollars,C92,23746.0,Couple families,55 to 64 years,"$30,000 and over",1703260.0
2019,Province 1,Average expenditure per household,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C93,3843.0,Couple families,55 to 64 years,"$35,000 and over",1673930.0
2019,Province 1,Average expenditure per household,Highest quintile,Other accommodation,Dollars,C94,4176.0,Couple families,55 to 64 years,"$40,000 and over",1641980.0
2019,Province 1,Average expenditure per household,Highest quintile,Household operations,Dollars,C95,9199.0,Couple families,55 to 64 years,"$45,000 and over",1605210.0
2019,Province 1,Average expenditure per household,Highest quintile,Communications,Dollars,C96,3816.0,Couple families,55 to 64 years,"$50,000 and over",1565540.0
2019,Province 1,Average expenditure per household,Highest quintile,Household furnishings and equipment,Dollars,C97,4262.0,Couple families,55 to 64 years,"$60,000 and over",1477640.0
2019,Province 1,Average expenditure per household,Highest quintile,Household furnishings,Dollars,C98,1935.0,Couple families,55 to 64 years,"$70,000 and over",1379480.0
2019,Province 1,Average expenditure per household,Highest quintile,Household equipment,Dollars,C99,2045.0,Couple families,55 to 64 years,"$75,000 and over",1327510.0
2019,Province 1,Average expenditure per household,Highest quintile,Household appliances,Dollars,C100,1021.0,Couple families,55 to 64 years,"$80,000 and over",1274250.0
2019,Province 1,Average expenditure per household,Highest quintile,Clothing and accessories,Dollars,C101,5643.0,Couple families,55 to 64 years,"$90,000 and over",1165460.0
2019,Province 1,Average expenditure per household,Highest quintile,Transportation,Dollars,C102,22385.0,Couple families,55 to 64 years,Median total income,114820.0
2019,Province 2,Average expenditure per household,All quintiles,Total expenditure,Dollars,C103,79459.0,Couple families,Total all ages,All income groups,129860.0
2019,Province 2,Average expenditure per household,All quintiles,Food purchased from stores,Dollars,C104,6971.0,Couple families,Total all ages,"Under $10,000",730.0
2019,Province 2,Average expenditure per household,All quintiles,Food purchased from restaurants,Dollars,C105,2324.0,Couple families,Total all ages,"$10,000 and over",129130.0
2019,Province 2,Average expenditure per household,All quintiles,Shelter,Dollars,C106,14804.0,Couple families,Total all ages,"$15,000 and over",128380.0
2019,Province 2,Average expenditure per household,All quintiles,Principal accommodation,Dollars,C107,13395.0,Couple families,Total all ages,"$20,000 and over",127410.0
2019,Province 2,Average expenditure per household,All quintiles,Rented living quarters,Dollars,C108,2687.0,Couple families,Total all ages,"$25,000 and over",126370.0
2019,Province 2,Average expenditure per household,All quintiles,Owned living quarters,Dollars,C109,7530.0,Couple families,Total all ages,"$30,000 and over",124920.0
2019,Province 2,Average expenditure per household,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C110,3178.0,Couple families,Total all ages,"$35,000 and over",116880.0
2019,Province 2,Average expenditure per household,All quintiles,Other accommodation,Dollars,C111,1409.0,Couple families,Total all ages,"$40,000 and over",110960.0
2019,Province 2,Average expenditure per household,All quintiles,Household operations,Dollars,C112,5378.0,Couple families,Total all ages,"$45,000 and over",106190.0
2019,Province 2,Average expenditure per household,All quintiles,Communications,Dollars,C113,2717.0,Couple families,Total all ages,"$50,000 and over",101830.0
2019,Province 2,Average expenditure per household,All quintiles,Household furnishings and equipment,Dollars,C114,2156.0,Couple families,Total all ages,"$60,000 and over",93150.0
2019,Province 2,Average expenditure per household,All quintiles,Household furnishings,Dollars,C115,846.0,Couple families,Total all ages,"$70,000 and over",84070.0
2019,Province 2,Average expenditure per household,All quintiles,Household equipment,Dollars,C116,1217.0,Couple families,Total all ages,"$75,000 and over",79640.0
2019,Province 2,Average expenditure per household,All quintiles,Household appliances,Dollars,C117,432.0,Couple families,Total all ages,"$80,000 and over",75390.0
2019,Province 2,Average expenditure per household,All quintiles,Clothing and accessories,Dollars,C118,2694.0,Couple families,Total all ages,"$90,000 and over",67160.0
2019,Province 2,Average expenditure per household,All quintiles,Transportation,Dollars,C119,12004.0,Couple families,Total all ages,Median total income,92810.0
2019,Province 2,Average expenditure per household,Lowest quintile,Total expenditure,Dollars,C120,32346.0,Couple families,0 to 24 years,All income groups,1050.0
2019,Province 2,Average expenditure per household,Lowest quintile,Food purchased from stores,Dollars,C121,4272.0,Couple families,0 to 24 years,"Under $10,000",70.0
2019,Province 2,Average expenditure per household,Lowest quintile,Food purchased from restaurants,Dollars,C122,942.0,Couple families,0 to 24 years,"$10,000 and over",980.0
2019,Province 2,Average expenditure per household,Lowest quintile,Shelter,Dollars,C123,8724.0,Couple families,0 to 24 years,"$15,000 and over",920.0
2019,Province 2,Average expenditure per household,Lowest quintile,Principal accommodation,Dollars,C124,8475.0,Couple families,0 to 24 years,"$20,000 and over",840.0
2019,Province 2,Average expenditure per household,Lowest quintile,Rented living quarters,Dollars,C125,4115.0,Couple families,0 to 24 years,"$25,000 and over",770.0
2019,Province 2,Average expenditure per household,Lowest quintile,Owned living quarters,Dollars,C126,2240.0,Couple families,0 to 24 years,"$30,000 and over",690.0
2019,Province 2,Average expenditure per household,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C127,2121.0,Couple families,0 to 24 years,"$35,000 and over",620.0
2019,Province 2,Average expenditure per household,Lowest quintile,Other accommodation,Dollars,C128,249.0,Couple families,0 to 24 years,"$40,000 and over",550.0
2019,Province 2,Average expenditure per household,Lowest quintile,Household operations,Dollars,C129,2777.0,Couple families,0 to 24 years,"$45,000 and over",470.0
2019,Province 2,Average expenditure per household,Lowest quintile,Communications,Dollars,C130,1645.0,Couple families,0 to 24 years,"$50,000 and over",410.0
2019,Province 2,Average expenditure per household,Lowest quintile,Household furnishings and equipment,Dollars,C131,949.0,Couple families,0 to 24 years,"$60,000 and over",310.0
2019,Province 2,Average expenditure per household,Lowest quintile,Household furnishings,Dollars,C132,370.0,Couple families,0 to 24 years,"$70,000 and over",240.0
2019,Province 2,Average expenditure per household,Lowest quintile,Household equipment,Dollars,C133,538.0,Couple families,0 to 24 years,"$75,000 and over",200.0
2019,Province 2,Average expenditure per household,Lowest quintile,Household appliances,Dollars,C134,206.0,Couple families,0 to 24 years,"$80,000 and over",180.0
2019,Province 2,Average expenditure per household,Lowest quintile,Clothing and accessories,Dollars,C135,1296.0,Couple families,0 to 24 years,"$90,000 and over",140.0
2019,Province 2,Average expenditure per household,Lowest quintile,Transportation,Dollars,C136,5433.0,Couple families,0 to 24 years,Median total income,41200.0
2019,Province 2,Average expenditure per household,Second quintile,Total expenditure,Dollars,C137,46931.0,Couple families,25 to 34 years,All income groups,10990.0
2019,Province 2,Average expenditure per household,Second quintile,Food purchased from stores,Dollars,C138,5231.0,Couple families,25 to 34 years,"Under $10,000",190.0
2019,Province 2,Average expenditure per household,Second quintile,Food purchased from restaurants,Dollars,C139,1432.0,Couple families,25 to 34 years,"$10,000 and over",10800.0
2019,Province 2,Average expenditure per household,Second quintile,Shelter,Dollars,C140,11017.0,Couple families,25 to 34 years,"$15,000 and over",10700.0
2019,Province 2,Average expenditure per household,Second quintile,Principal accommodation,Dollars,C141,10383.0,Couple families,25 to 34 years,"$20,000 and over",10560.0
2019,Province 2,Average expenditure per household,Second quintile,Rented living quarters,Dollars,C142,3664.0,Couple families,25 to 34 years,"$25,000 and over",10390.0
2019,Province 2,Average expenditure per household,Second quintile,Owned living quarters,Dollars,C143,4078.0,Couple families,25 to 34 years,"$30,000 and over",10190.0
2019,Province 2,Average expenditure per household,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C144,2641.0,Couple families,25 to 34 years,"$35,000 and over",9980.0
2019,Province 2,Average expenditure per household,Second quintile,Other accommodation,Dollars,C145,634.0,Couple families,25 to 34 years,"$40,000 and over",9760.0
2019,Province 2,Average expenditure per household,Second quintile,Household operations,Dollars,C146,3805.0,Couple families,25 to 34 years,"$45,000 and over",9460.0
2019,Province 2,Average expenditure per household,Second quintile,Communications,Dollars,C147,2181.0,Couple families,25 to 34 years,"$50,000 and over",9160.0
2019,Province 2,Average expenditure per household,Second quintile,Household furnishings and equipment,Dollars,C148,1427.0,Couple families,25 to 34 years,"$60,000 and over",8450.0
2019,Province 2,Average expenditure per household,Second quintile,Household furnishings,Dollars,C149,524.0,Couple families,25 to 34 years,"$70,000 and over",7700.0
2019,Province 2,Average expenditure per household,Second quintile,Household equipment,Dollars,C150,843.0,Couple families,25 to 34 years,"$75,000 and over",7360.0
2019,Province 2,Average expenditure per household,Second quintile,Household appliances,Dollars,C151,254.0,Couple families,25 to 34 years,"$80,000 and over",6990.0
2019,Province 2,Average expenditure per household,Second quintile,Clothing and accessories,Dollars,C152,1735.0,Couple families,25 to 34 years,"$90,000 and over",6240.0
2019,Province 2,Average expenditure per household,Second quintile,Transportation,Dollars,C153,7351.0,Couple families,25 to 34 years,Median total income,100300.0
2019,Province 2,Average expenditure per household,Third quintile,Total expenditure,Dollars,C154,68591.0,Couple families,35 to 44 years,All income groups,19870.0
2019,Province 2,Average expenditure per household,Third quintile,Food purchased from stores,Dollars,C155,6758.0,Couple families,35 to 44 years,"Under $10,000",170.0
2019,Province 2,Average expenditure per household,Third quintile,Food purchased from restaurants,Dollars,C156,2286.0,Couple families,35 to 44 years,"$10,000 and over",19700.0
2019,Province 2,Average expenditure per household,Third quintile,Shelter,Dollars,C157,14124.0,Couple families,35 to 44 years,"$15,000 and over",19630.0
2019,Province 2,Average expenditure per household,Third quintile,Principal accommodation,Dollars,C158,12890.0,Couple families,35 to 44 years,"$20,000 and over",19510.0
2019,Province 2,Average expenditure per household,Third quintile,Rented living quarters,Dollars,C159,3037.0,Couple families,35 to 44 years,"$25,000 and over",19380.0
2019,Province 2,Average expenditure per household,Third quintile,Owned living quarters,Dollars,C160,6755.0,Couple families,35 to 44 years,"$30,000 and over",19220.0
2019,Province 2,Average expenditure per household,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C161,3098.0,Couple families,35 to 44 years,"$35,000 and over",19020.0
2019,Province 2,Average expenditure per household,Third quintile,Other accommodation,Dollars,C162,1234.0,Couple families,35 to 44 years,"$40,000 and over",18780.0
2019,Province 2,Average expenditure per household,Third quintile,Household operations,Dollars,C163,5158.0,Couple families,35 to 44 years,"$45,000 and over",18540.0
2019,Province 2,Average expenditure per household,Third quintile,Communications,Dollars,C164,2722.0,Couple families,35 to 44 years,"$50,000 and over",18230.0
2019,Province 2,Average expenditure per household,Third quintile,Household furnishings and equipment,Dollars,C165,2079.0,Couple families,35 to 44 years,"$60,000 and over",17420.0
